0
0

0,1
0,000479

0,2
0,006732

0,3
0,026932

0,4
0,058195

0,5
0,074809

0,6
0,030482

0,7
0,120319

0,8
0,387483

0,9
0,712619

1
0,958924

1,1
0,939074

1,2
0,48283

1,3
0,472619

1,4
1,802771

1,5
3,16575

1,6
4,052411

1,7
3,922967

1,8
2,403475

1,9
0,515462

2
4,352169
